customer_id,first_name,last_name,email,signup_date,country,state_province,city
55,Morgan,Silva,morgan.silva55@example.com,2024-10-24,CA,NY,Seattle
56,Taylor,Silva,taylor.silva56@example.com,2024-09-02,CA,PR,Toronto
57,Cameron,Johnson,cameron.johnson57@example.com,2025-07-06,BR,PR,Toronto
58,Jamie,Miller,jamie.miller58@example.com,2024-01-28,US,NY,Curitiba
59,Avery,Silva,avery.silva59@example.com,2023-12-23,BR,WA,Vancouver
60,Jordan,Silva,jordan.silva60@example.com,2022-09-21,CA,ON,SF
61,Jamie,Oliveira,jamie.oliveira61@example.com,2024-01-03,US,CA,Vancouver
62,Avery,Silva,avery.silva62@example.com,2024-08-26,BR,RJ,Curitiba
63,Alex,Johnson,alex.johnson63@example.com,2025-07-03,US,NY,Austin
64,Morgan,Souza,morgan.souza64@example.com,2023-06-27,BR,PR,Austin
65,Alex,Miller,alex.miller65@example.com,2025-04-28,CA,BC,SF
66,Taylor,Brown,taylor.brown66@example.com,2024-02-27,BR,NY,Vancouver
67,Morgan,Oliveira,morgan.oliveira67@example.com,2024-09-09,US,TX,Austin
68,Alex,Souza,alex.souza68@example.com,2024-07-20,BR,BC,Sao Paulo
69,Jordan,Silva,jordan.silva69@example.com,2024-08-30,BR,NY,Sao Paulo
70,Sam,Williams,sam.williams70@example.com,2024-04-23,US,RJ,Vancouver
71,Riley,Brown,riley.brown71@example.com,2024-04-22,US,WA,Sao Paulo
72,Taylor,Silva,taylor.silva72@example.com,2025-03-02,CA,BC,Curitiba
73,Alex,Johnson,alex.johnson73@example.com,2023-09-13,US,NY,Toronto
74,Avery,Lee,avery.lee74@example.com,2024-01-26,US,NY,Sao Paulo
75,Taylor,Santos,taylor.santos75@example.com,2023-02-10,BR,PR,NYC
76,Alex,Lee,alex.lee76@example.com,2024-06-28,CA,CA,Sao Paulo
77,Sam,Johnson,sam.johnson77@example.com,2022-07-16,BR,WA,Vancouver
78,Alex,Costa,alex.costa78@example.com,2023-09-15,BR,BC,NYC
79,Riley,Johnson,riley.johnson79@example.com,2023-10-28,BR,SP,Vancouver
80,Alex,Silva,alex.silva80@example.com,2022-06-13,US,WA,Sao Paulo
81,Alex,Miller,alex.miller81@example.com,2022-05-14,CA,SP,Curitiba
82,Sam,Silva,sam.silva82@example.com,2023-12-13,US,SP,Vancouver
83,Casey,Williams,casey.williams83@example.com,2023-01-29,BR,WA,Curitiba
84,Casey,Miller,casey.miller84@example.com,2025-01-30,CA,PR,Vancouver
85,Jamie,Brown,jamie.brown85@example.com,2023-10-26,US,WA,Austin
86,Sam,Souza,sam.souza86@example.com,2024-03-08,CA,NY,Rio
87,Alex,Lee,alex.lee87@example.com,2024-06-19,BR,SP,Rio
88,Alex,Brown,alex.brown88@example.com,2024-09-23,BR,CA,NYC
89,Alex,Brown,alex.brown89@example.com,2024-07-27,BR,PR,Rio
90,Sam,Johnson,sam.johnson90@example.com,2024-02-28,US,RJ,Austin
91,Casey,Johnson,casey.johnson91@example.com,2022-06-04,BR,BC,Rio
92,Cameron,Johnson,cameron.johnson92@example.com,2023-03-02,BR,RJ,Austin
93,Casey,Williams,casey.williams93@example.com,2024-02-08,US,ON,Curitiba
94,Casey,Brown,casey.brown94@example.com,2024-01-07,CA,NY,Toronto
95,Jordan,Silva,jordan.silva95@example.com,2023-09-04,CA,PR,NYC
96,Avery,Miller,avery.miller96@example.com,2024-04-05,CA,TX,Seattle
97,Jamie,Oliveira,jamie.oliveira97@example.com,2023-04-10,CA,PR,Rio
98,Alex,Souza,alex.souza98@example.com,2024-05-25,CA,SP,SF
99,Cameron,Oliveira,cameron.oliveira99@example.com,2022-11-19,US,BC,Toronto
100,Alex,Oliveira,alex.oliveira100@example.com,2022-07-16,BR,PR,Seattle
101,Casey,Brown,casey.brown101@example.com,2024-01-11,CA,RJ,SF
102,Alex,Santos,alex.santos102@example.com,2023-04-16,BR,TX,Rio
103,Avery,Lee,avery.lee103@example.com,2022-07-25,US,SP,SF
104,Jamie,Oliveira,jamie.oliveira104@example.com,2024-10-18,CA,TX,SF
105,Riley,Oliveira,riley.oliveira105@example.com,2023-09-21,US,RJ,Vancouver
106,Taylor,Oliveira,taylor.oliveira106@example.com,2023-12-31,CA,ON,NYC
107,Casey,Souza,casey.souza107@example.com,2022-07-14,US,BC,Seattle
108,Jamie,Souza,jamie.souza108@example.com,2025-05-20,US,WA,SF
109,Cameron,Miller,cameron.miller109@example.com,2024-03-21,US,RJ,NYC
110,Cameron,Brown,cameron.brown110@example.com,2022-12-13,BR,ON,Vancouver
111,Avery,Lee,avery.lee111@example.com,2024-11-30,US,ON,NYC
112,Cameron,Souza,cameron.souza112@example.com,2023-10-23,BR,SP,Sao Paulo
113,Jordan,Costa,jordan.costa113@example.com,2024-03-12,US,ON,NYC
114,Cameron,Souza,cameron.souza114@example.com,2023-08-11,BR,SP,Vancouver
115,Jamie,Johnson,jamie.johnson115@example.com,2023-08-24,US,SP,Rio
116,Jamie,Oliveira,jamie.oliveira116@example.com,2023-07-12,BR,RJ,Austin
117,Alex,Miller,alex.miller117@example.com,2022-08-19,BR,ON,Curitiba
118,Casey,Williams,casey.williams118@example.com,2023-02-11,BR,ON,Vancouver
119,Jordan,Costa,jordan.costa119@example.com,2023-12-29,CA,WA,Rio
120,Cameron,Lee,cameron.lee120@example.com,2023-06-07,CA,CA,Rio
121,Taylor,Miller,taylor.miller121@example.com,2022-10-28,US,BC,Toronto
122,Taylor,Silva,taylor.silva122@example.com,2024-01-04,BR,CA,Curitiba
123,Jordan,Costa,jordan.costa123@example.com,2024-03-15,BR,SP,Rio
124,Morgan,Brown,morgan.brown124@example.com,2022-11-20,BR,RJ,Rio
125,Sam,Costa,sam.costa125@example.com,2023-11-28,US,SP,Seattle
126,Riley,Lee,riley.lee126@example.com,2023-06-28,CA,PR,Curitiba
127,Taylor,Oliveira,taylor.oliveira127@example.com,2022-06-21,CA,BC,Rio
128,Riley,Silva,riley.silva128@example.com,2024-02-24,US,NY,Seattle
129,Taylor,Costa,taylor.costa129@example.com,2022-07-21,BR,TX,Seattle
130,Jordan,Williams,jordan.williams130@example.com,2024-01-03,BR,PR,Toronto
131,Jamie,Brown,jamie.brown131@example.com,2023-11-24,US,BC,Austin
132,Riley,Souza,riley.souza132@example.com,2022-07-25,US,ON,SF
133,Sam,Johnson,sam.johnson133@example.com,2023-12-02,BR,TX,Rio
134,Jamie,Souza,jamie.souza134@example.com,2023-12-18,CA,RJ,Rio
135,Taylor,Miller,taylor.miller135@example.com,2025-04-08,CA,RJ,NYC
136,Jamie,Oliveira,jamie.oliveira136@example.com,2022-10-19,US,CA,Austin
137,Avery,Lee,avery.lee137@example.com,2023-11-08,US,WA,NYC
138,Morgan,Oliveira,morgan.oliveira138@example.com,2024-04-16,BR,SP,Rio
139,Casey,Silva,casey.silva139@example.com,2023-02-25,CA,CA,NYC
140,Jordan,Brown,jordan.brown140@example.com,2024-01-28,BR,NY,Austin
141,Jordan,Miller,jordan.miller141@example.com,2022-06-18,US,TX,SF
142,Alex,Williams,alex.williams142@example.com,2022-12-03,CA,CA,Seattle
143,Riley,Silva,riley.silva143@example.com,2023-01-05,US,WA,Toronto
144,Cameron,Brown,cameron.brown144@example.com,2023-03-05,US,PR,Seattle
145,Avery,Silva,avery.silva145@example.com,2024-10-04,US,CA,Austin
146,Riley,Lee,riley.lee146@example.com,2022-05-14,CA,RJ,NYC
147,Casey,Silva,casey.silva147@example.com,2023-04-20,CA,PR,Curitiba
148,Casey,Williams,casey.williams148@example.com,2025-02-08,BR,CA,Sao Paulo
149,Taylor,Lee,taylor.lee149@example.com,2024-02-26,US,NY,Seattle
150,Cameron,Lee,cameron.lee150@example.com,2025-06-10,BR,ON,SF
151,Avery,Williams,avery.williams151@example.com,2022-08-25,BR,RJ,Toronto
152,Avery,Lee,avery.lee152@example.com,2023-02-11,BR,RJ,NYC
153,Casey,Santos,casey.santos153@example.com,2023-04-08,CA,BC,NYC
154,Avery,Santos,avery.santos154@example.com,2023-04-01,BR,RJ,Toronto
155,Alex,Johnson,alex.johnson155@example.com,2025-05-08,CA,NY,Vancouver
156,Riley,Santos,riley.santos156@example.com,2024-11-27,CA,PR,SF
157,Morgan,Williams,morgan.williams157@example.com,2023-03-29,US,WA,Curitiba
158,Taylor,Lee,taylor.lee158@example.com,2022-10-06,BR,RJ,SF
159,Jordan,Silva,jordan.silva159@example.com,2022-06-24,US,ON,Rio
160,Casey,Costa,casey.costa160@example.com,2025-05-24,BR,WA,Austin
161,Riley,Johnson,riley.johnson161@example.com,2025-06-24,BR,SP,NYC
162,Jordan,Costa,jordan.costa162@example.com,2022-12-20,US,TX,Rio
163,Riley,Johnson,riley.johnson163@example.com,2024-01-10,CA,RJ,Rio
164,Jordan,Williams,jordan.williams164@example.com,2022-06-20,US,SP,Seattle
165,Cameron,Johnson,cameron.johnson165@example.com,2024-10-16,US,ON,Sao Paulo
166,Taylor,Johnson,taylor.johnson166@example.com,2024-01-22,US,ON,Toronto
167,Cameron,Lee,cameron.lee167@example.com,2022-10-24,US,RJ,Curitiba
168,Casey,Santos,casey.santos168@example.com,2023-09-11,BR,PR,Sao Paulo
169,Casey,Santos,casey.santos169@example.com,2024-07-01,BR,WA,Sao Paulo
170,Jordan,Oliveira,jordan.oliveira170@example.com,2025-04-24,CA,RJ,Sao Paulo
171,Alex,Miller,alex.miller171@example.com,2022-10-12,US,TX,Curitiba
172,Cameron,Santos,cameron.santos172@example.com,2024-12-29,CA,NY,Curitiba
173,Casey,Souza,casey.souza173@example.com,2024-09-30,CA,TX,NYC
174,Casey,Silva,casey.silva174@example.com,2023-08-29,BR,SP,NYC
175,Taylor,Johnson,taylor.johnson175@example.com,2023-06-05,CA,RJ,Curitiba
176,Sam,Lee,sam.lee176@example.com,2025-03-04,US,ON,Seattle
177,Jamie,Oliveira,jamie.oliveira177@example.com,2025-01-02,BR,NY,Rio
178,Avery,Silva,avery.silva178@example.com,2025-05-24,US,BC,SF
179,Riley,Santos,riley.santos179@example.com,2023-06-16,CA,TX,Seattle
180,Morgan,Oliveira,morgan.oliveira180@example.com,2022-05-20,BR,TX,Austin
181,Avery,Costa,avery.costa181@example.com,2023-05-31,BR,WA,Rio
182,Cameron,Miller,cameron.miller182@example.com,2024-04-03,CA,ON,Rio
183,Riley,Souza,riley.souza183@example.com,2022-12-13,CA,PR,Austin
184,Jamie,Williams,jamie.williams184@example.com,2023-08-15,BR,ON,Sao Paulo
185,Riley,Williams,riley.williams185@example.com,2023-11-12,US,SP,Rio
186,Jamie,Brown,jamie.brown186@example.com,2023-06-02,BR,BC,Toronto
187,Riley,Souza,riley.souza187@example.com,2023-05-04,CA,CA,SF
188,Cameron,Williams,cameron.williams188@example.com,2023-12-14,US,BC,Seattle
189,Jordan,Lee,jordan.lee189@example.com,2024-02-25,BR,TX,NYC
190,Sam,Silva,sam.silva190@example.com,2023-02-01,US,BC,Austin
191,Jamie,Silva,jamie.silva191@example.com,2023-09-22,BR,SP,Austin
192,Jordan,Miller,jordan.miller192@example.com,2022-07-14,CA,PR,Curitiba
193,Riley,Miller,riley.miller193@example.com,2024-02-12,CA,ON,Vancouver
194,Jamie,Williams,jamie.williams194@example.com,2025-02-18,US,WA,Sao Paulo
195,Morgan,Santos,morgan.santos195@example.com,2025-01-19,CA,CA,Toronto
196,Morgan,Costa,morgan.costa196@example.com,2023-01-03,CA,ON,Sao Paulo
197,Taylor,Costa,taylor.costa197@example.com,2024-03-31,CA,CA,Curitiba
198,Taylor,Lee,taylor.lee198@example.com,2024-04-25,BR,NY,Rio
199,Riley,Oliveira,riley.oliveira199@example.com,2024-11-26,US,CA,SF
200,Riley,Williams,riley.williams200@example.com,2024-11-27,US,WA,Curitiba
201,Avery,Oliveira,avery.oliveira201@example.com,2023-01-05,CA,PR,Sao Paulo
202,Cameron,Miller,cameron.miller202@example.com,2023-03-26,BR,NY,Rio
203,Cameron,Oliveira,cameron.oliveira203@example.com,2023-12-28,US,BC,Seattle
204,Casey,Williams,casey.williams204@example.com,2024-03-26,CA,NY,Vancouver
205,Morgan,Santos,morgan.santos205@example.com,2025-03-20,CA,ON,Seattle
206,Jamie,Williams,jamie.williams206@example.com,2025-01-16,BR,WA,SF
207,Sam,Santos,sam.santos207@example.com,2024-03-11,US,WA,NYC
208,Morgan,Brown,morgan.brown208@example.com,2024-05-06,US,BC,Austin
209,Cameron,Souza,cameron.souza209@example.com,2024-01-02,US,TX,Curitiba
210,Riley,Miller,riley.miller210@example.com,2024-12-09,BR,CA,Austin
211,Sam,Santos,sam.santos211@example.com,2024-03-22,BR,BC,SF
212,Avery,Silva,avery.silva212@example.com,2025-04-06,US,SP,Curitiba
213,Jamie,Costa,jamie.costa213@example.com,2022-11-20,CA,BC,Curitiba
214,Cameron,Costa,cameron.costa214@example.com,2023-01-09,BR,WA,SF
215,Morgan,Silva,morgan.silva215@example.com,2022-12-27,BR,CA,SF
216,Casey,Oliveira,casey.oliveira216@example.com,2023-03-02,BR,NY,Rio
217,Casey,Costa,casey.costa217@example.com,2025-02-07,CA,TX,NYC
218,Avery,Silva,avery.silva218@example.com,2022-06-25,BR,BC,Sao Paulo
219,Cameron,Johnson,cameron.johnson219@example.com,2023-11-27,CA,PR,Sao Paulo
220,Jamie,Costa,jamie.costa220@example.com,2022-06-19,BR,WA,Sao Paulo
221,Casey,Brown,casey.brown221@example.com,2023-03-28,CA,RJ,Sao Paulo
222,Alex,Costa,alex.costa222@example.com,2023-10-21,CA,BC,Toronto
223,Taylor,Miller,taylor.miller223@example.com,2022-11-24,US,NY,NYC
224,Jamie,Oliveira,jamie.oliveira224@example.com,2025-01-06,BR,BC,Austin
225,Morgan,Souza,morgan.souza225@example.com,2022-05-29,BR,BC,NYC
226,Alex,Santos,alex.santos226@example.com,2023-03-09,BR,CA,Toronto
227,Cameron,Silva,cameron.silva227@example.com,2023-08-02,US,PR,Seattle
228,Avery,Williams,avery.williams228@example.com,2024-04-19,US,BC,Curitiba
229,Taylor,Costa,taylor.costa229@example.com,2023-12-30,BR,WA,Sao Paulo
230,Morgan,Lee,morgan.lee230@example.com,2022-06-08,US,ON,SF
231,Avery,Silva,avery.silva231@example.com,2023-10-29,CA,BC,SF
232,Avery,Miller,avery.miller232@example.com,2022-05-20,BR,SP,NYC
233,Avery,Souza,avery.souza233@example.com,2025-01-16,BR,PR,Seattle
234,Alex,Oliveira,alex.oliveira234@example.com,2023-01-05,CA,TX,Vancouver
235,Riley,Santos,riley.santos235@example.com,2022-05-17,BR,NY,SF
236,Avery,Miller,avery.miller236@example.com,2025-04-12,BR,NY,Toronto
237,Casey,Oliveira,casey.oliveira237@example.com,2022-11-01,BR,RJ,Sao Paulo
238,Riley,Brown,riley.brown238@example.com,2022-09-07,US,BC,Sao Paulo
239,Jamie,Silva,jamie.silva239@example.com,2022-10-30,BR,ON,SF
240,Jordan,Oliveira,jordan.oliveira240@example.com,2025-04-01,US,WA,Toronto
241,Jordan,Miller,jordan.miller241@example.com,2024-02-15,CA,BC,NYC
242,Sam,Williams,sam.williams242@example.com,2023-02-22,US,TX,Sao Paulo
243,Morgan,Brown,morgan.brown243@example.com,2022-10-02,BR,BC,NYC
244,Alex,Souza,alex.souza244@example.com,2023-02-10,US,RJ,NYC
245,Taylor,Lee,taylor.lee245@example.com,2023-02-24,BR,SP,Sao Paulo
246,Riley,Costa,riley.costa246@example.com,2023-04-15,US,BC,Austin
247,Cameron,Williams,cameron.williams247@example.com,2023-07-12,US,SP,NYC
248,Jordan,Oliveira,jordan.oliveira248@example.com,2023-04-24,BR,NY,Sao Paulo
249,Riley,Santos,riley.santos249@example.com,2024-04-25,CA,TX,NYC
250,Morgan,Costa,morgan.costa250@example.com,2022-08-01,BR,WA,Vancouver
251,Taylor,Miller,taylor.miller251@example.com,2024-03-26,US,TX,Toronto
252,Jordan,Miller,jordan.miller252@example.com,2024-09-12,BR,NY,Austin
253,Casey,Williams,casey.williams253@example.com,2022-05-25,BR,RJ,Vancouver
254,Taylor,Miller,taylor.miller254@example.com,2023-02-03,US,RJ,Rio
255,Riley,Silva,riley.silva255@example.com,2025-03-29,CA,PR,NYC
256,Riley,Williams,riley.williams256@example.com,2023-01-09,US,CA,Vancouver
257,Riley,Costa,riley.costa257@example.com,2025-01-19,BR,PR,Sao Paulo
258,Casey,Lee,casey.lee258@example.com,2022-06-13,BR,CA,Rio
259,Cameron,Brown,cameron.brown259@example.com,2023-10-03,BR,RJ,Curitiba
260,Avery,Souza,avery.souza260@example.com,2023-01-12,US,BC,NYC
261,Morgan,Miller,morgan.miller261@example.com,2025-05-03,US,RJ,Rio
262,Morgan,Johnson,morgan.johnson262@example.com,2024-08-31,CA,BC,Toronto
263,Alex,Oliveira,alex.oliveira263@example.com,2023-08-30,BR,CA,Vancouver
264,Jamie,Santos,jamie.santos264@example.com,2025-01-10,BR,SP,Toronto
265,Riley,Lee,riley.lee265@example.com,2024-09-18,CA,NY,Austin
266,Taylor,Silva,taylor.silva266@example.com,2023-05-12,US,NY,Toronto
267,Morgan,Oliveira,morgan.oliveira267@example.com,2023-09-19,US,PR,NYC
268,Alex,Johnson,alex.johnson268@example.com,2023-07-12,US,BC,Toronto
269,Avery,Brown,avery.brown269@example.com,2023-08-23,CA,WA,Seattle
270,Avery,Miller,avery.miller270@example.com,2025-02-14,CA,NY,Curitiba
271,Morgan,Johnson,morgan.johnson271@example.com,2025-05-06,BR,BC,Austin
272,Cameron,Oliveira,cameron.oliveira272@example.com,2024-09-10,US,TX,Austin
273,Casey,Souza,casey.souza273@example.com,2023-04-03,CA,WA,Rio
274,Cameron,Silva,cameron.silva274@example.com,2023-01-15,US,PR,Seattle
275,Riley,Williams,riley.williams275@example.com,2024-06-20,CA,RJ,Rio
276,Riley,Oliveira,riley.oliveira276@example.com,2022-09-27,BR,SP,Austin
277,Jordan,Lee,jordan.lee277@example.com,2024-10-12,CA,CA,Rio
278,Taylor,Johnson,taylor.johnson278@example.com,2024-12-24,BR,PR,NYC
279,Riley,Costa,riley.costa279@example.com,2024-08-28,CA,RJ,Curitiba
280,Avery,Oliveira,avery.oliveira280@example.com,2025-01-16,US,RJ,Vancouver
281,Sam,Oliveira,sam.oliveira281@example.com,2025-04-04,CA,PR,Vancouver
282,Jordan,Oliveira,jordan.oliveira282@example.com,2025-02-05,CA,WA,SF
283,Taylor,Costa,taylor.costa283@example.com,2023-09-05,US,TX,SF
284,Riley,Williams,riley.williams284@example.com,2024-10-11,BR,RJ,Rio
285,Cameron,Souza,cameron.souza285@example.com,2025-02-10,US,ON,Seattle
286,Avery,Johnson,avery.johnson286@example.com,2022-08-07,CA,NY,Toronto
287,Jordan,Silva,jordan.silva287@example.com,2024-11-15,US,WA,Sao Paulo
288,Cameron,Williams,cameron.williams288@example.com,2025-03-16,US,RJ,Curitiba
289,Sam,Johnson,sam.johnson289@example.com,2024-03-14,BR,TX,Toronto
290,Alex,Souza,alex.souza290@example.com,2023-07-31,US,SP,Austin
291,Jamie,Johnson,jamie.johnson291@example.com,2023-07-15,US,PR,Curitiba
292,Morgan,Johnson,morgan.johnson292@example.com,2022-06-14,US,SP,Rio
293,Sam,Oliveira,sam.oliveira293@example.com,2023-06-19,CA,CA,Vancouver
294,Jamie,Santos,jamie.santos294@example.com,2024-03-16,BR,NY,Vancouver
295,Avery,Souza,avery.souza295@example.com,2023-08-01,BR,BC,Austin
296,Casey,Williams,casey.williams296@example.com,2024-07-14,US,NY,Rio
297,Sam,Silva,sam.silva297@example.com,2024-06-05,US,WA,SF
298,Taylor,Silva,taylor.silva298@example.com,2022-09-01,CA,PR,Rio
299,Riley,Souza,riley.souza299@example.com,2024-06-26,CA,BC,SF
300,Taylor,Silva,taylor.silva300@example.com,2024-11-10,CA,SP,Sao Paulo
301,Casey,Oliveira,casey.oliveira301@example.com,2023-08-28,US,RJ,Rio
302,Taylor,Johnson,taylor.johnson302@example.com,2024-01-23,US,SP,NYC
303,Alex,Lee,alex.lee303@example.com,2024-07-18,BR,ON,Vancouver
304,Jamie,Costa,jamie.costa304@example.com,2023-09-20,BR,ON,Toronto
305,Casey,Lee,casey.lee305@example.com,2023-03-03,US,RJ,Vancouver
306,Casey,Souza,casey.souza306@example.com,2023-07-31,BR,SP,Toronto
307,Sam,Costa,sam.costa307@example.com,2023-04-13,CA,PR,Austin
308,Sam,Miller,sam.miller308@example.com,2023-02-06,US,TX,NYC
309,Jordan,Santos,jordan.santos309@example.com,2023-07-12,CA,CA,Austin
310,Casey,Santos,casey.santos310@example.com,2023-06-22,CA,NY,Austin
311,Morgan,Santos,morgan.santos311@example.com,2023-04-29,CA,ON,Seattle
312,Jamie,Souza,jamie.souza312@example.com,2024-07-06,CA,PR,Sao Paulo
313,Morgan,Costa,morgan.costa313@example.com,2024-02-02,CA,RJ,Seattle
314,Cameron,Silva,cameron.silva314@example.com,2022-10-21,US,NY,Austin
315,Jamie,Williams,jamie.williams315@example.com,2024-08-03,BR,RJ,NYC
316,Taylor,Santos,taylor.santos316@example.com,2025-03-12,BR,PR,Toronto
317,Riley,Miller,riley.miller317@example.com,2024-07-31,CA,PR,Seattle
318,Jamie,Brown,jamie.brown318@example.com,2024-10-11,US,RJ,SF
319,Taylor,Johnson,taylor.johnson319@example.com,2023-06-28,CA,PR,Austin
320,Cameron,Costa,cameron.costa320@example.com,2025-03-10,CA,SP,Rio
321,Morgan,Oliveira,morgan.oliveira321@example.com,2023-04-06,BR,NY,Austin
322,Taylor,Costa,taylor.costa322@example.com,2023-01-13,CA,PR,Vancouver
323,Avery,Johnson,avery.johnson323@example.com,2024-07-15,US,SP,Curitiba
324,Sam,Costa,sam.costa324@example.com,2022-08-26,US,ON,Austin
325,Avery,Santos,avery.santos325@example.com,2024-04-17,CA,PR,Toronto
326,Jamie,Silva,jamie.silva326@example.com,2024-06-15,BR,PR,Toronto
327,Avery,Silva,avery.silva327@example.com,2022-07-26,US,PR,Austin
328,Cameron,Lee,cameron.lee328@example.com,2024-09-10,US,BC,SF
329,Sam,Costa,sam.costa329@example.com,2025-04-20,BR,ON,Seattle
330,Cameron,Oliveira,cameron.oliveira330@example.com,2025-05-21,CA,PR,Toronto
331,Riley,Williams,riley.williams331@example.com,2024-03-08,BR,SP,Toronto
332,Casey,Costa,casey.costa332@example.com,2025-03-22,US,RJ,Sao Paulo
333,Casey,Williams,casey.williams333@example.com,2024-05-31,CA,TX,Vancouver
334,Taylor,Santos,taylor.santos334@example.com,2023-04-28,US,BC,Curitiba
335,Morgan,Costa,morgan.costa335@example.com,2023-10-08,US,RJ,NYC
336,Riley,Williams,riley.williams336@example.com,2024-03-02,US,NY,SF
337,Riley,Oliveira,riley.oliveira337@example.com,2023-03-19,US,TX,Vancouver
338,Cameron,Santos,cameron.santos338@example.com,2024-06-29,US,RJ,Curitiba
339,Casey,Williams,casey.williams339@example.com,2023-10-30,CA,CA,NYC
340,Alex,Johnson,alex.johnson340@example.com,2022-12-29,US,WA,Vancouver
341,Sam,Souza,sam.souza341@example.com,2023-12-24,CA,RJ,Toronto
342,Morgan,Souza,morgan.souza342@example.com,2024-12-14,CA,TX,Toronto
343,Taylor,Oliveira,taylor.oliveira343@example.com,2023-07-04,US,SP,SF
344,Cameron,Johnson,cameron.johnson344@example.com,2024-06-19,CA,PR,Toronto
